#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3932, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm.
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                  AOA: 4.0 deg
#                           Mach Number: 0.3151 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.9795 million (based on MAC)
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999"
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "002_NACA0012_AE3932_01"
0.40498 0.91440 -0.03519
0.40240 0.91440 -0.03528
0.39983 0.91440 -0.03537
0.39726 0.91440 -0.03545
0.39469 0.91440 -0.03554
0.39211 0.91440 -0.03562
0.38954 0.91440 -0.03571
0.38697 0.91440 -0.03579
0.38439 0.91440 -0.03587
0.38182 0.91440 -0.03594
0.37925 0.91440 -0.03602
0.37667 0.91440 -0.03609
0.37410 0.91440 -0.03617
0.37153 0.91440 -0.03624
0.36895 0.91440 -0.03631
0.36638 0.91440 -0.03637
0.36381 0.91440 -0.03644
0.36123 0.91440 -0.03650
0.35866 0.91440 -0.03657
0.35609 0.91440 -0.03663
0.35351 0.91440 -0.03668
0.35094 0.91440 -0.03674
0.34837 0.91440 -0.03680
0.34579 0.91440 -0.03685
0.34322 0.91440 -0.03690
0.34064 0.91440 -0.03695
0.33807 0.91440 -0.03700
0.33550 0.91440 -0.03704
0.33292 0.91440 -0.03709
0.33035 0.91440 -0.03713
0.32778 0.91440 -0.03717
0.32520 0.91440 -0.03721
0.32263 0.91440 -0.03724
0.32005 0.91440 -0.03728
0.31748 0.91440 -0.03731
0.31490 0.91440 -0.03734
0.31233 0.91440 -0.03737
0.30976 0.91440 -0.03739
0.30718 0.91440 -0.03742
0.30461 0.91440 -0.03744
0.30203 0.91440 -0.03746
0.29946 0.91440 -0.03747
0.29689 0.91440 -0.03749
0.29431 0.91440 -0.03750
0.29174 0.91440 -0.03751
0.28916 0.91440 -0.03752
0.28659 0.91440 -0.03753
0.28401 0.91440 -0.03753
0.28144 0.91440 -0.03753
0.27887 0.91440 -0.03753
0.27629 0.91440 -0.03752
0.27372 0.91440 -0.03752
0.27114 0.91440 -0.03751
0.26857 0.91440 -0.03750
0.26599 0.91440 -0.03748
0.26342 0.91440 -0.03746
0.26085 0.91440 -0.03744
0.25827 0.91440 -0.03742
0.25570 0.91440 -0.03740
0.25312 0.91440 -0.03737
0.25055 0.91440 -0.03734
0.24798 0.91440 -0.03730
0.24540 0.91440 -0.03727
0.24283 0.91440 -0.03723
0.24025 0.91440 -0.03718
0.23768 0.91440 -0.03714
0.23511 0.91440 -0.03709
0.23253 0.91440 -0.03703
0.22996 0.91440 -0.03698
0.22738 0.91440 -0.03692
0.22481 0.91440 -0.03686
0.22224 0.91440 -0.03679
0.21967 0.91440 -0.03672
0.21709 0.91440 -0.03665
0.21452 0.91440 -0.03657
0.21194 0.91440 -0.03649
0.20937 0.91440 -0.03641
0.20680 0.91440 -0.03632
0.20423 0.91440 -0.03622
0.20165 0.91440 -0.03613
0.19908 0.91440 -0.03603
0.19651 0.91440 -0.03592
0.19394 0.91440 -0.03582
0.19137 0.91440 -0.03570
0.18879 0.91440 -0.03559
0.18622 0.91440 -0.03546
0.18365 0.91440 -0.03534
0.18108 0.91440 -0.03521
0.17851 0.91440 -0.03507
0.17594 0.91440 -0.03493
0.17337 0.91440 -0.03479
0.17080 0.91440 -0.03464
0.16823 0.91440 -0.03448
0.16566 0.91440 -0.03432
0.16309 0.91440 -0.03416
0.16052 0.91440 -0.03399
0.15796 0.91440 -0.03381
0.15539 0.91440 -0.03363
0.15282 0.91440 -0.03344
0.15025 0.91440 -0.03325
0.14769 0.91440 -0.03305
0.14512 0.91440 -0.03285
0.14255 0.91440 -0.03263
0.13999 0.91440 -0.03242
0.13742 0.91440 -0.03221
0.13486 0.91440 -0.03203
0.13229 0.91440 -0.03185
0.12972 0.91440 -0.03164
0.12716 0.91440 -0.03139
0.12459 0.91440 -0.03115
0.12203 0.91440 -0.03092
0.11947 0.91440 -0.03067
0.11691 0.91440 -0.03038
0.11435 0.91440 -0.03012
0.11178 0.91440 -0.02986
0.10920 0.91440 -0.02959
0.10674 0.91440 -0.02932
0.10440 0.91440 -0.02904
0.10217 0.91440 -0.02877
0.10005 0.91440 -0.02851
0.09803 0.91440 -0.02826
0.09610 0.91440 -0.02801
0.09427 0.91440 -0.02777
0.09253 0.91440 -0.02753
0.09087 0.91440 -0.02731
0.08929 0.91440 -0.02709
0.08778 0.91440 -0.02688
0.08635 0.91440 -0.02667
0.08492 0.91440 -0.02646
0.08348 0.91440 -0.02625
0.08205 0.91440 -0.02604
0.08062 0.91440 -0.02582
0.07919 0.91440 -0.02559
0.07776 0.91440 -0.02537
0.07633 0.91440 -0.02514
0.07490 0.91440 -0.02491
0.07347 0.91440 -0.02467
0.07204 0.91440 -0.02442
0.07062 0.91440 -0.02418
0.06919 0.91440 -0.02393
0.06776 0.91440 -0.02368
0.06634 0.91440 -0.02342
0.06491 0.91440 -0.02316
0.06348 0.91440 -0.02290
0.06206 0.91440 -0.02263
0.06064 0.91440 -0.02236
0.05921 0.91440 -0.02208
0.05779 0.91440 -0.02180
0.05637 0.91440 -0.02151
0.05495 0.91440 -0.02121
0.05353 0.91440 -0.02091
0.05211 0.91440 -0.02060
0.05069 0.91440 -0.02031
0.04927 0.91440 -0.02000
0.04785 0.91440 -0.01968
0.04643 0.91440 -0.01939
0.04497 0.91440 -0.01919
0.04352 0.91440 -0.01901
0.04207 0.91440 -0.01876
0.04063 0.91440 -0.01852
0.03918 0.91440 -0.01828
0.03773 0.91440 -0.01803
0.03629 0.91440 -0.01775
0.03484 0.91440 -0.01748
0.03340 0.91440 -0.01719
0.03194 0.91440 -0.01691
0.03049 0.91440 -0.01663
0.02903 0.91440 -0.01634
0.02757 0.91440 -0.01605
0.02610 0.91440 -0.01575
0.02462 0.91440 -0.01545
0.02313 0.91440 -0.01518
0.02165 0.91440 -0.01487
0.02016 0.91440 -0.01453
0.01866 0.91440 -0.01420
0.01715 0.91440 -0.01386
0.01562 0.91440 -0.01353
0.01407 0.91440 -0.01320
0.01253 0.91440 -0.01281
0.01096 0.91440 -0.01241
0.01027 0.91440 -0.01228
0.00930 0.91440 -0.01211
0.00695 0.91440 -0.01288
0.00552 0.91440 -0.01350
0.00419 0.91440 -0.01407
0.00214 0.91440 -0.01388
0.00071 0.91440 -0.01265
-0.00021 0.91440 -0.01068
-0.00046 0.91440 -0.00807
-0.00135 0.91440 -0.00645
-0.00294 0.91440 -0.00564
-0.00392 0.91440 -0.00432
-0.00487 0.91440 -0.00303
-0.00599 0.91440 -0.00188
-0.00686 0.91440 -0.00056
-0.00761 0.91440 0.00082
-0.00869 0.91440 0.00209
-0.01165 0.91440 0.00293
-0.01646 0.91440 0.00387
-0.02036 0.91440 0.00568
-0.02248 0.91440 0.00817
-0.02555 0.91440 0.01111
-0.02288 0.91440 0.01371
-0.01708 0.91440 0.01510
-0.01282 0.91440 0.01606
-0.01090 0.91440 0.01735
-0.00909 0.91440 0.01846
-0.00718 0.91440 0.01930
-0.00677 0.91440 0.01943
-0.00527 0.91440 0.01991
-0.00504 0.91440 0.01996
-0.00341 0.91440 0.02036
-0.00158 0.91440 0.02066
0.00032 0.91440 0.02073
0.00232 0.91440 0.02052
0.00413 0.91440 0.02045
0.00569 0.91440 0.02069
0.00718 0.91440 0.02110
0.00864 0.91440 0.02159
0.01008 0.91440 0.02208
0.01152 0.91440 0.02250
0.01296 0.91440 0.02290
0.01438 0.91440 0.02329
0.01580 0.91440 0.02366
0.01722 0.91440 0.02401
0.01864 0.91440 0.02434
0.02006 0.91440 0.02465
0.02148 0.91440 0.02493
0.02291 0.91440 0.02520
0.02432 0.91440 0.02548
0.02573 0.91440 0.02577
0.02713 0.91440 0.02610
0.02854 0.91440 0.02642
0.02994 0.91440 0.02673
0.03135 0.91440 0.02703
0.03276 0.91440 0.02731
0.03417 0.91440 0.02758
0.03559 0.91440 0.02784
0.03701 0.91440 0.02809
0.03843 0.91440 0.02833
0.03985 0.91440 0.02856
0.04127 0.91440 0.02878
0.04269 0.91440 0.02899
0.04412 0.91440 0.02919
0.04554 0.91440 0.02939
0.04697 0.91440 0.02957
0.04840 0.91440 0.02975
0.04983 0.91440 0.02992
0.05126 0.91440 0.03008
0.05269 0.91440 0.03023
0.05412 0.91440 0.03038
0.05555 0.91440 0.03052
0.05698 0.91440 0.03066
0.05842 0.91440 0.03079
0.05985 0.91440 0.03091
0.06129 0.91440 0.03103
0.06272 0.91440 0.03114
0.06415 0.91440 0.03125
0.06559 0.91440 0.03135
0.06703 0.91440 0.03144
0.06846 0.91440 0.03154
0.06990 0.91440 0.03162
0.07134 0.91440 0.03170
0.07277 0.91440 0.03178
0.07421 0.91440 0.03185
0.07565 0.91440 0.03192
0.07709 0.91440 0.03198
0.07852 0.91440 0.03204
0.07996 0.91440 0.03209
0.08140 0.91440 0.03214
0.08284 0.91440 0.03218
0.08428 0.91440 0.03223
0.08571 0.91440 0.03226
0.08715 0.91440 0.03230
0.08859 0.91440 0.03233
0.09003 0.91440 0.03235
0.09147 0.91440 0.03238
0.09298 0.91440 0.03240
0.09456 0.91440 0.03241
0.09623 0.91440 0.03243
0.09798 0.91440 0.03244
0.09981 0.91440 0.03244
0.10174 0.91440 0.03244
0.10376 0.91440 0.03243
0.10589 0.91440 0.03242
0.10812 0.91440 0.03240
0.11046 0.91440 0.03237
0.11292 0.91440 0.03233
0.11550 0.91440 0.03228
0.11808 0.91440 0.03222
0.12066 0.91440 0.03215
0.12323 0.91440 0.03208
0.12581 0.91440 0.03200
0.12839 0.91440 0.03191
0.13096 0.91440 0.03181
0.13354 0.91440 0.03170
0.13612 0.91440 0.03159
0.13869 0.91440 0.03147
0.14127 0.91440 0.03134
0.14384 0.91440 0.03121
0.14641 0.91440 0.03107
0.14899 0.91440 0.03092
0.15156 0.91440 0.03077
0.15414 0.91440 0.03061
0.15671 0.91440 0.03045
0.15928 0.91440 0.03027
0.16185 0.91440 0.03010
0.16443 0.91440 0.02992
0.16700 0.91440 0.02973
0.16957 0.91440 0.02954
0.17214 0.91440 0.02934
0.17471 0.91440 0.02913
0.17728 0.91440 0.02893
0.17985 0.91440 0.02871
0.18242 0.91440 0.02849
0.18498 0.91440 0.02827
0.18755 0.91440 0.02804
0.19012 0.91440 0.02781
0.19269 0.91440 0.02757
0.19525 0.91440 0.02733
0.19782 0.91440 0.02708
0.20039 0.91440 0.02683
0.20295 0.91440 0.02658
0.20552 0.91440 0.02632
0.20808 0.91440 0.02606
0.21065 0.91440 0.02579
0.21321 0.91440 0.02552
0.21577 0.91440 0.02525
0.21834 0.91440 0.02497
0.22090 0.91440 0.02469
0.22346 0.91440 0.02440
0.22603 0.91440 0.02411
0.22859 0.91440 0.02382
0.23115 0.91440 0.02353
0.23371 0.91440 0.02323
0.23627 0.91440 0.02292
0.23883 0.91440 0.02262
0.24139 0.91440 0.02231
0.24395 0.91440 0.02200
0.24651 0.91440 0.02168
0.24907 0.91440 0.02136
0.25162 0.91440 0.02104
0.25418 0.91440 0.02072
0.25674 0.91440 0.02039
0.25929 0.91440 0.02006
0.26185 0.91440 0.01973
0.26441 0.91440 0.01939
0.26696 0.91440 0.01905
0.26952 0.91440 0.01871
0.27207 0.91440 0.01837
0.27463 0.91440 0.01802
0.27718 0.91440 0.01767
0.27974 0.91440 0.01732
0.28229 0.91440 0.01696
0.28484 0.91440 0.01661
0.28740 0.91440 0.01625
0.28995 0.91440 0.01589
0.29250 0.91440 0.01552
0.29506 0.91440 0.01516
0.29761 0.91440 0.01479
0.30016 0.91440 0.01442
0.30271 0.91440 0.01404
0.30526 0.91440 0.01367
0.30781 0.91440 0.01329
0.31036 0.91440 0.01291
0.31291 0.91440 0.01253
0.31546 0.91440 0.01214
0.31801 0.91440 0.01176
0.32056 0.91440 0.01137
0.32311 0.91440 0.01098
0.32565 0.91440 0.01059
0.32820 0.91440 0.01019
0.33075 0.91440 0.00980
0.33330 0.91440 0.00940
0.33584 0.91440 0.00900
0.33839 0.91440 0.00860
0.34094 0.91440 0.00819
0.34348 0.91440 0.00779
0.34603 0.91440 0.00738
0.34857 0.91440 0.00697
0.35112 0.91440 0.00656
0.35366 0.91440 0.00615
0.35621 0.91440 0.00573
0.35875 0.91440 0.00531
0.36130 0.91440 0.00489
0.36384 0.91440 0.00447
0.36638 0.91440 0.00405
0.36893 0.91440 0.00363
0.37147 0.91440 0.00320
0.37401 0.91440 0.00278
0.37656 0.91440 0.00235
0.37910 0.91440 0.00192
0.38164 0.91440 0.00149
0.38418 0.91440 0.00105
0.38672 0.91440 0.00062
0.38926 0.91440 0.00018
0.39180 0.91440 -0.00026
0.39434 0.91440 -0.00070
0.39688 0.91440 -0.00114
0.39942 0.91440 -0.00159
0.40196 0.91440 -0.00203
0.40450 0.91440 -0.00248
0.40704 0.91440 -0.00293
0.40958 0.91440 -0.00338
0.41212 0.91440 -0.00383
0.41466 0.91440 -0.00428
0.41719 0.91440 -0.00474
0.41973 0.91440 -0.00519
0.42227 0.91440 -0.00565
0.42480 0.91440 -0.00611
0.42734 0.91440 -0.00657
0.42988 0.91440 -0.00704
0.43241 0.91440 -0.00750
0.43495 0.91440 -0.00797
0.43748 0.91440 -0.00843
0.44002 0.91440 -0.00890
0.44255 0.91440 -0.00937
0.44509 0.91440 -0.00985
0.44762 0.91440 -0.01032
0.45016 0.91440 -0.01080
0.45269 0.91440 -0.01127
0.45522 0.91440 -0.01175
0.45776 0.91440 -0.01223
0.46029 0.91440 -0.01272
0.46282 0.91440 -0.01320
0.46535 0.91440 -0.01369
0.46789 0.91440 -0.01417
0.47042 0.91440 -0.01466
0.47295 0.91440 -0.01515
0.47548 0.91440 -0.01565
0.47801 0.91440 -0.01614
0.48054 0.91440 -0.01664
0.48307 0.91440 -0.01713
0.48560 0.91440 -0.01763
0.48813 0.91440 -0.01813
0.49066 0.91440 -0.01864
0.49318 0.91440 -0.01914
0.49571 0.91440 -0.01965
0.49824 0.91440 -0.02016
0.50077 0.91440 -0.02067
0.50329 0.91440 -0.02118
0.50582 0.91440 -0.02169
0.50835 0.91440 -0.02221
0.51087 0.91440 -0.02273
0.51340 0.91440 -0.02325
0.51592 0.91440 -0.02377
0.51845 0.91440 -0.02429
0.52097 0.91440 -0.02482
0.52350 0.91440 -0.02534
0.52602 0.91440 -0.02587
0.52854 0.91440 -0.02640
0.53017 0.91440 -0.02675
ZONE T="SLICE_Y_0p9144_BINS07_KS_1mm_SINGLE_LAYER"
 I=523, J=1, K=1, DATAPACKING=POINT
0.53119 0.91440 -0.02696
0.53183 0.91440 -0.02710
0.53222 0.91440 -0.02718
0.53247 0.91440 -0.02724
0.53247 0.91440 -0.02733
0.53246 0.91440 -0.02741
0.53245 0.91440 -0.02750
0.53245 0.91440 -0.02759
0.53244 0.91440 -0.02768
0.53244 0.91440 -0.02777
0.53243 0.91440 -0.02786
0.53242 0.91440 -0.02795
0.53242 0.91440 -0.02804
0.53241 0.91440 -0.02813
0.53240 0.91440 -0.02822
0.53240 0.91440 -0.02831
0.53239 0.91440 -0.02840
0.53239 0.91440 -0.02849
0.53238 0.91440 -0.02858
0.53212 0.91440 -0.02859
0.53172 0.91440 -0.02862
0.53107 0.91440 -0.02867
0.53003 0.91440 -0.02874
0.52837 0.91440 -0.02885
0.52580 0.91440 -0.02903
0.52324 0.91440 -0.02920
0.52067 0.91440 -0.02937
0.51810 0.91440 -0.02954
0.51553 0.91440 -0.02971
0.51296 0.91440 -0.02987
0.51039 0.91440 -0.03003
0.50782 0.91440 -0.03019
0.50525 0.91440 -0.03035
0.50268 0.91440 -0.03051
0.50011 0.91440 -0.03067
0.49754 0.91440 -0.03082
0.49497 0.91440 -0.03097
0.49240 0.91440 -0.03112
0.48983 0.91440 -0.03127
0.48726 0.91440 -0.03141
0.48469 0.91440 -0.03156
0.48212 0.91440 -0.03170
0.47955 0.91440 -0.03184
0.47698 0.91440 -0.03198
0.47441 0.91440 -0.03212
0.47184 0.91440 -0.03225
0.46927 0.91440 -0.03239
0.46670 0.91440 -0.03252
0.46413 0.91440 -0.03265
0.46156 0.91440 -0.03278
0.45899 0.91440 -0.03290
0.45641 0.91440 -0.03303
0.45384 0.91440 -0.03315
0.45127 0.91440 -0.03327
0.44870 0.91440 -0.03339
0.44613 0.91440 -0.03351
0.44356 0.91440 -0.03363
0.44099 0.91440 -0.03374
0.43841 0.91440 -0.03386
0.43584 0.91440 -0.03397
0.43327 0.91440 -0.03408
0.43070 0.91440 -0.03419
0.42813 0.91440 -0.03430
0.42555 0.91440 -0.03440
0.42298 0.91440 -0.03450
0.42041 0.91440 -0.03461
0.41784 0.91440 -0.03471
0.41527 0.91440 -0.03481
0.41269 0.91440 -0.03490
0.41012 0.91440 -0.03500
0.40755 0.91440 -0.03509
0.40498 0.91440 -0.03519
0.40240 0.91440 -0.03528
0.39983 0.91440 -0.03537
0.39726 0.91440 -0.03545
0.39469 0.91440 -0.03554
0.39211 0.91440 -0.03562
0.38954 0.91440 -0.03571
0.38697 0.91440 -0.03579
0.38439 0.91440 -0.03587
0.38182 0.91440 -0.03594
0.37925 0.91440 -0.03602
0.37667 0.91440 -0.03609
0.37410 0.91440 -0.03617
0.37153 0.91440 -0.03624
0.36895 0.91440 -0.03631
0.36638 0.91440 -0.03637
0.36381 0.91440 -0.03644
0.36123 0.91440 -0.03650
0.35866 0.91440 -0.03657
0.35609 0.91440 -0.03663
0.35351 0.91440 -0.03668
0.35094 0.91440 -0.03674
0.34837 0.91440 -0.03680
0.34579 0.91440 -0.03685
0.34322 0.91440 -0.03690
0.34064 0.91440 -0.03695
0.33807 0.91440 -0.03700
0.33550 0.91440 -0.03704
0.33292 0.91440 -0.03709
0.33035 0.91440 -0.03713
0.32778 0.91440 -0.03717
0.32520 0.91440 -0.03721
0.32263 0.91440 -0.03724
0.32005 0.91440 -0.03728
0.31748 0.91440 -0.03731
0.31490 0.91440 -0.03734
0.31233 0.91440 -0.03737
0.30976 0.91440 -0.03739
0.30718 0.91440 -0.03742
0.30461 0.91440 -0.03744
0.30203 0.91440 -0.03746
0.29946 0.91440 -0.03747
0.29689 0.91440 -0.03749
0.29431 0.91440 -0.03750
0.29174 0.91440 -0.03751
0.28916 0.91440 -0.03752
0.28659 0.91440 -0.03753
0.28401 0.91440 -0.03753
0.28144 0.91440 -0.03753
0.27887 0.91440 -0.03753
0.27629 0.91440 -0.03752
0.27372 0.91440 -0.03752
0.27114 0.91440 -0.03751
0.26857 0.91440 -0.03750
0.26599 0.91440 -0.03748
0.26342 0.91440 -0.03746
0.26085 0.91440 -0.03744
0.25827 0.91440 -0.03742
0.25570 0.91440 -0.03740
0.25312 0.91440 -0.03737
0.25055 0.91440 -0.03734
0.24798 0.91440 -0.03730
0.24540 0.91440 -0.03727
0.24283 0.91440 -0.03723
0.24025 0.91440 -0.03718
0.23768 0.91440 -0.03714
0.23511 0.91440 -0.03709
0.23253 0.91440 -0.03703
0.22996 0.91440 -0.03698
0.22738 0.91440 -0.03692
0.22481 0.91440 -0.03686
0.22224 0.91440 -0.03679
0.21967 0.91440 -0.03672
0.21709 0.91440 -0.03665
0.21452 0.91440 -0.03657
0.21194 0.91440 -0.03649
0.20937 0.91440 -0.03641
0.20680 0.91440 -0.03632
0.20423 0.91440 -0.03622
0.20165 0.91440 -0.03613
0.19908 0.91440 -0.03603
0.19651 0.91440 -0.03593
0.19394 0.91440 -0.03582
0.19137 0.91440 -0.03571
0.18879 0.91440 -0.03559
0.18622 0.91440 -0.03547
0.18365 0.91440 -0.03534
0.18108 0.91440 -0.03521
0.17851 0.91440 -0.03508
0.17594 0.91440 -0.03495
0.17337 0.91440 -0.03482
0.17080 0.91440 -0.03468
0.16823 0.91440 -0.03453
0.16566 0.91440 -0.03437
0.16309 0.91440 -0.03421
0.16052 0.91440 -0.03404
0.15795 0.91440 -0.03386
0.15538 0.91440 -0.03368
0.15282 0.91440 -0.03350
0.15025 0.91440 -0.03333
0.14768 0.91440 -0.03314
0.14511 0.91440 -0.03295
0.14255 0.91440 -0.03274
0.13998 0.91440 -0.03253
0.13741 0.91440 -0.03231
0.13485 0.91440 -0.03208
0.13229 0.91440 -0.03185
0.12972 0.91440 -0.03161
0.12716 0.91440 -0.03137
0.12460 0.91440 -0.03112
0.12203 0.91440 -0.03089
0.11947 0.91440 -0.03067
0.11690 0.91440 -0.03042
0.11434 0.91440 -0.03014
0.11178 0.91440 -0.02987
0.10920 0.91440 -0.02960
0.10674 0.91440 -0.02932
0.10440 0.91440 -0.02905
0.10217 0.91440 -0.02878
0.10005 0.91440 -0.02852
0.09803 0.91440 -0.02827
0.09610 0.91440 -0.02802
0.09427 0.91440 -0.02778
0.09253 0.91440 -0.02755
0.09087 0.91440 -0.02732
0.08929 0.91440 -0.02710
0.08778 0.91440 -0.02689
0.08635 0.91440 -0.02669
0.08491 0.91440 -0.02648
0.08348 0.91440 -0.02627
0.08205 0.91440 -0.02605
0.08062 0.91440 -0.02583
0.07919 0.91440 -0.02561
0.07776 0.91440 -0.02538
0.07632 0.91440 -0.02517
0.07489 0.91440 -0.02498
0.07345 0.91440 -0.02479
0.07202 0.91440 -0.02457
0.07058 0.91440 -0.02435
0.06915 0.91440 -0.02412
0.06772 0.91440 -0.02388
0.06629 0.91440 -0.02363
0.06486 0.91440 -0.02339
0.06343 0.91440 -0.02316
0.06200 0.91440 -0.02292
0.06057 0.91440 -0.02267
0.05914 0.91440 -0.02241
0.05771 0.91440 -0.02215
0.05628 0.91440 -0.02188
0.05486 0.91440 -0.02161
0.05343 0.91440 -0.02133
0.05200 0.91440 -0.02105
0.05057 0.91440 -0.02077
0.04915 0.91440 -0.02049
0.04772 0.91440 -0.02020
0.04629 0.91440 -0.01990
0.04487 0.91440 -0.01960
0.04344 0.91440 -0.01930
0.04200 0.91440 -0.01903
0.04056 0.91440 -0.01876
0.03912 0.91440 -0.01848
0.03768 0.91440 -0.01821
0.03624 0.91440 -0.01792
0.03480 0.91440 -0.01760
0.03337 0.91440 -0.01728
0.03192 0.91440 -0.01697
0.03048 0.91440 -0.01666
0.02903 0.91440 -0.01633
0.02758 0.91440 -0.01600
0.02614 0.91440 -0.01565
0.02468 0.91440 -0.01530
0.02322 0.91440 -0.01495
0.02175 0.91440 -0.01460
0.02029 0.91440 -0.01424
0.01880 0.91440 -0.01387
0.01731 0.91440 -0.01351
0.01578 0.91440 -0.01319
0.01422 0.91440 -0.01290
0.01265 0.91440 -0.01255
0.01104 0.91440 -0.01225
0.01033 0.91440 -0.01214
0.00936 0.91440 -0.01200
0.00714 0.91440 -0.01256
